@relation MouseFeatures


@attribute Type {Left, Right, Double}
@attribute length real
@attribute speed real
@attribute accel real
@attribute jerk real
@attribute int1Len real
@attribute int2Len real
@attribute int3Len real
@attribute File {53,54,55,1,3,4,2,5,7,10,12,13,15,16,17,18,19,20,21,22,23,24,25,27,29,30,31,32,37,38,40,41,42,43,44,48,49,51,9,}
@data 
Double,280,0.0000000000,0.0000000000,0.0000000000,78,109,93,54
Double,327,0.0025641026,0.0000065746,0.0000000169,78,156,93,54
Double,296,0.0023752969,0.0000056420,0.0000000134,93,94,109,54
Double,265,0.0026737968,0.0000071492,0.0000000191,78,94,93,54
Left,109,0.7034825654,0.0034654314,0.0000170711,?,?,?,54
Double,281,0.0000000000,0.0000000000,0.0000000000,94,78,109,54
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Double,327,0.0000000000,0.0000000000,0.0000000000,109,94,124,54
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Double,250,0.1765231601,0.0000516754,0.0000000151,62,110,78,54
Double,312,0.0031250000,0.0000048828,0.0000000076,109,93,110,54
Double,483,0.0000000000,0.0000000000,0.0000000000,124,281,78,54
Double,312,0.0000000000,0.0000000000,0.0000000000,94,109,109,54
Double,296,0.0000000000,0.0000000000,0.0000000000,125,78,93,54
Double,312,0.0000000000,0.0000000000,0.0000000000,78,125,109,54
Double,359,0.0000000000,0.0000000000,0.0000000000,125,125,109,54
Double,281,0.0058139535,0.0000338021,0.0000001965,78,109,94,54
Double,374,0.0000000000,0.0000000000,0.0000000000,94,140,140,54
Double,390,0.0000000000,0.0000000000,0.0000000000,140,125,125,54
Double,281,0.0161894942,0.0000207558,0.0000000266,78,93,110,54
Double,343,0.0000000000,0.0000000000,0.0000000000,94,140,109,54
Double,312,0.0000000000,0.0000000000,0.0000000000,109,125,78,54
Double,312,0.0000000000,0.0000000000,0.0000000000,93,125,94,54
Double,343,0.0000000000,0.0000000000,0.0000000000,125,140,78,54
Double,359,0.0000000000,0.0000000000,0.0000000000,94,125,140,54
Left,110,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Double,328,0.2452996030,0.0002806632,0.0000003211,125,93,110,54
Double,280,0.0000000000,0.0000000000,0.0000000000,78,124,78,54
Double,343,0.0000000000,0.0000000000,0.0000000000,109,125,109,54
Double,266,0.3320680062,0.0015232477,0.0000069874,78,110,78,54
Double,281,0.0000000000,0.0000000000,0.0000000000,93,94,94,54
Double,281,0.2386950102,0.0015300962,0.0000098083,78,125,78,54
Double,312,0.0000000000,0.0000000000,0.0000000000,125,78,109,54
Double,296,0.0000000000,0.0000000000,0.0000000000,93,125,78,54
Double,452,0.0000000000,0.0000000000,0.0000000000,109,218,125,54
Double,422,0.0000000000,0.0000000000,0.0000000000,156,125,141,54
Double,265,0.0021591047,0.0000032963,0.0000000050,62,125,78,54
Double,328,0.0000000000,0.0000000000,0.0000000000,109,109,110,54
Double,327,0.0000000000,0.0000000000,0.0000000000,93,125,109,54
Double,265,0.0160427807,0.0000857903,0.0000004588,78,93,94,54
Double,312,0.0000000000,0.0000000000,0.0000000000,109,78,125,54
Double,421,0.0000000000,0.0000000000,0.0000000000,125,172,124,54
Double,234,0.0528536247,0.0003388053,0.0000021718,62,109,63,54
Double,297,0.2265624184,0.0013249264,0.0000077481,141,62,94,54
Double,281,0.0348837209,0.0002028123,0.0000011791,93,110,78,54
Double,390,0.1122349610,0.0006525288,0.0000037938,156,109,125,54
Double,312,0.0000000000,0.0000000000,0.0000000000,109,110,93,54
Double,328,0.0000000000,0.0000000000,0.0000000000,110,93,125,54
Double,312,0.0000000000,0.0000000000,0.0000000000,109,110,93,54
Double,281,0.0000000000,0.0000000000,0.0000000000,78,125,78,54
Double,328,0.0000000000,0.0000000000,0.0000000000,94,109,125,54
Double,359,0.0877406548,0.0001874800,0.0000004006,94,140,125,54
Double,483,0.3675949532,0.0014703798,0.0000058815,125,234,124,54
Double,343,0.0000000000,0.0000000000,0.0000000000,93,141,109,54
Double,327,0.2340341763,0.0004544353,0.0000008824,93,125,109,54
Double,281,0.0000000000,0.0000000000,0.0000000000,94,94,93,54
Double,312,0.0000000000,0.0000000000,0.0000000000,93,94,125,54
Double,327,0.0000000000,0.0000000000,0.0000000000,124,78,125,54
Double,281,0.5352556735,0.0020198327,0.0000076220,47,156,78,54
Left,93,0.7815947130,0.0011648207,0.0000017359,?,?,?,54
Left,94,0.9538897170,0.0008042915,0.0000006782,?,?,?,54
Left,94,0.9577219263,0.0001637131,0.0000000280,?,?,?,54
Left,94,0.5718865083,0.0002957014,0.0000001529,?,?,?,54
Left,94,0.5747138340,0.0001203841,0.0000000252,?,?,?,54
Double,281,0.1030929804,0.0000186156,0.0000000034,47,125,109,54
Double,265,0.0000000000,0.0000000000,0.0000000000,94,78,93,54
Double,250,0.0000000000,0.0000000000,0.0000000000,78,78,94,54
Double,265,0.0000000000,0.0000000000,0.0000000000,94,62,109,54
Double,266,0.7426046754,0.0043427174,0.0000253960,78,125,63,54
Double,265,0.0027855153,0.0000077591,0.0000000216,78,94,93,54
Double,343,0.7316493332,0.0014206783,0.0000027586,109,172,62,54
Double,265,0.0000000000,0.0000000000,0.0000000000,93,94,78,54
Double,280,0.1318799987,0.0003673538,0.0000010233,93,78,109,54
Double,265,0.0116279070,0.0000676041,0.0000003930,78,109,78,54
Double,297,0.0000000000,0.0000000000,0.0000000000,94,94,109,54
Double,312,0.6425134123,0.0005210977,0.0000004226,93,125,94,54
Double,312,0.2138062172,0.0009807625,0.0000044989,78,156,78,54
Double,327,0.4539936559,0.0019401438,0.0000082912,78,156,93,54
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Double,234,0.2571003232,0.0000316314,0.0000000039,62,109,63,54
Double,266,0.0027932961,0.0000078025,0.0000000218,63,109,94,54
Double,250,0.0809173742,0.0002253966,0.0000006278,78,94,78,54
Double,250,0.0000000000,0.0000000000,0.0000000000,62,110,78,54
Double,250,0.0000000000,0.0000000000,0.0000000000,94,78,78,54
Double,297,0.0219368056,0.0000246758,0.0000000278,78,110,109,54
Double,327,0.0000000000,0.0000000000,0.0000000000,125,93,109,54
Double,328,0.0047505938,0.0000112841,0.0000000268,125,78,125,54
Double,296,0.0271363341,0.0000048859,0.0000000009,62,125,109,54
Double,328,0.0000000000,0.0000000000,0.0000000000,94,125,109,54
Left,93,0.1279499816,0.0000060087,0.0000000003,?,?,?,54
Double,218,0.6149004583,0.0039416696,0.0000252671,62,94,62,54
Double,265,0.0000000000,0.0000000000,0.0000000000,93,78,94,54
Double,296,0.0044247788,0.0000097893,0.0000000217,94,109,93,54
Double,344,0.0000000000,0.0000000000,0.0000000000,125,94,125,54
Double,296,0.0000000000,0.0000000000,0.0000000000,78,140,78,54
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Double,343,0.0410958904,0.0001876525,0.0000008569,93,203,47,54
Left,109,0.0548991368,0.0000038585,0.0000000003,?,?,?,54
Right,110,0.0251573364,0.0000304568,0.0000000369,?,?,?,54
Right,141,0.1136319825,0.0001087387,0.0000001041,?,?,?,54
Left,94,0.0224557861,0.0000004760,0.0000000000,?,?,?,54
Left,94,0.2465441143,0.0014417784,0.0000084315,?,?,?,54
Double,280,0.4809400248,0.0023691627,0.0000116708,93,78,109,54
Double,328,0.0000000000,0.0000000000,0.0000000000,125,94,109,54
Double,343,0.0023696682,0.0000056153,0.0000000133,124,94,125,54
Double,344,0.0000000000,0.0000000000,0.0000000000,141,78,125,54
Double,374,0.0000000000,0.0000000000,0.0000000000,156,62,156,54
Left,109,0.9088128185,0.0007195668,0.0000005697,?,?,?,54
Left,109,0.1646946474,0.0000160193,0.0000000016,?,?,?,54
Left,94,0.0470568831,0.0000335163,0.0000000239,?,?,?,54
Left,109,0.0356106420,0.0000008585,0.0000000000,?,?,?,54
Left,109,0.0565886133,0.0000015676,0.0000000000,?,?,?,54
Left,110,0.0169627627,0.0000007862,0.0000000000,?,?,?,54
Left,94,0.1796515614,0.0000371488,0.0000000077,?,?,?,54
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Left,109,0.1868800100,0.0000291454,0.0000000045,?,?,?,54
Left,109,0.3271800461,0.0000112152,0.0000000004,?,?,?,54
Left,94,0.2695399330,0.0000190717,0.0000000013,?,?,?,54
Left,125,0.1827782457,0.0000120170,0.0000000008,?,?,?,54
Left,93,0.4053980001,0.0000329351,0.0000000027,?,?,?,54
Left,110,0.9262533519,0.0004431834,0.0000002120,?,?,?,54
Left,109,0.0609954812,0.0000439132,0.0000000316,?,?,?,54
Left,124,0.2087819627,0.0000133033,0.0000000008,?,?,?,54
Left,78,0.4746097093,0.0000257828,0.0000000014,?,?,?,54
Left,93,0.2992722765,0.0000118126,0.0000000005,?,?,?,54
Left,93,0.1996440068,0.0000162616,0.0000000013,?,?,?,54
Left,124,0.2264390204,0.0001687325,0.0000001257,?,?,?,54
Left,109,0.1131622794,0.0000653739,0.0000000378,?,?,?,54
Left,78,0.0790187075,0.0000440461,0.0000000246,?,?,?,54
Left,94,0.1401102808,0.0000207910,0.0000000031,?,?,?,54
Left,109,0.0090881361,0.0000052961,0.0000000031,?,?,?,54
Left,109,0.0837990142,0.0000852482,0.0000000867,?,?,?,54
Left,109,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Left,94,0.0536310806,0.0000063431,0.0000000008,?,?,?,54
Left,78,0.3349359286,0.0000828844,0.0000000205,?,?,?,54
Left,93,0.7602314522,0.0004972083,0.0000003252,?,?,?,54
Left,110,0.0531070176,0.0000208918,0.0000000082,?,?,?,54
Left,124,0.0033149171,0.0000036629,0.0000000040,?,?,?,54
Left,125,0.4698266429,0.0003240184,0.0000002235,?,?,?,54
Left,125,0.0430858638,0.0000228209,0.0000000121,?,?,?,54
Left,125,0.2560588930,0.0001506229,0.0000000886,?,?,?,54
Left,125,0.0005341880,0.0000002854,0.0000000002,?,?,?,54
Left,109,0.2180579523,0.0000685071,0.0000000215,?,?,?,54
Left,94,0.2266963432,0.0000752894,0.0000000250,?,?,?,54
Left,94,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Left,109,0.4542227069,0.0002125516,0.0000000995,?,?,?,54
Left,109,0.3274051334,0.0002017284,0.0000001243,?,?,?,54
Left,94,0.0036167091,0.0000024160,0.0000000016,?,?,?,54
Left,78,0.0135533603,0.0000052655,0.0000000020,?,?,?,54
Left,110,0.4282166304,0.0001829986,0.0000000782,?,?,?,54
Left,109,0.3646888398,0.0001589751,0.0000000693,?,?,?,54
Left,94,0.1931810223,0.0000193200,0.0000000019,?,?,?,54
Left,109,0.0132849681,0.0000098994,0.0000000074,?,?,?,54
Left,109,0.2235897081,0.0000738895,0.0000000244,?,?,?,54
Left,125,0.2693234647,0.0000788187,0.0000000231,?,?,?,54
Left,78,0.2443487283,0.0000642009,0.0000000169,?,?,?,54
Left,94,0.0386742698,0.0000043043,0.0000000005,?,?,?,54
Left,93,0.0466369098,0.0000635380,0.0000000866,?,?,?,54
Left,125,0.1885966775,0.0001060724,0.0000000597,?,?,?,54
Left,94,0.2114172878,0.0000206603,0.0000000020,?,?,?,54
Left,94,0.1145569172,0.0000045357,0.0000000002,?,?,?,54
Left,78,0.1177497433,0.0000146001,0.0000000018,?,?,?,54
Double,452,0.0261258086,0.0000223298,0.0000000191,94,280,78,54
Left,94,0.0630024564,0.0000576946,0.0000000528,?,?,?,54
Left,109,0.4586980337,0.0001324568,0.0000000382,?,?,?,54
Left,93,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Left,94,0.1311224562,0.0001136243,0.0000000985,?,?,?,54
Left,78,0.1640376085,0.0001845192,0.0000002076,?,?,?,54
Left,94,0.2001187234,0.0000375105,0.0000000070,?,?,?,54
Left,94,0.2726913813,0.0000840343,0.0000000259,?,?,?,54
Left,110,0.2820893572,0.0000956884,0.0000000325,?,?,?,54
Left,109,0.2027922935,0.0000560200,0.0000000155,?,?,?,54
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,54
Left,93,0.1395022625,0.0000558903,0.0000000224,?,?,?,54
Left,124,0.1004416411,0.0000134137,0.0000000018,?,?,?,54
Left,125,0.1734688382,0.0001196337,0.0000000825,?,?,?,54
Left,109,0.0922477244,0.0000345756,0.0000000130,?,?,?,54
Left,78,0.1700961075,0.0000305434,0.0000000055,?,?,?,54
Left,125,0.3284460944,0.0002263584,0.0000001560,?,?,?,54
Left,109,0.1938810146,0.0000722628,0.0000000269,?,?,?,54
Left,78,0.2864527185,0.0000397465,0.0000000055,?,?,?,54
Left,125,0.4027426488,0.0002033027,0.0000001026,?,?,?,54
Left,94,0.4381834672,0.0001128176,0.0000000290,?,?,?,54
Left,78,0.1778180002,0.0000578458,0.0000000188,?,?,?,54
Left,94,0.1902881285,0.0000739270,0.0000000287,?,?,?,54
Left,93,0.3953405830,0.0000978324,0.0000000242,?,?,?,54
Left,78,0.3997211439,0.0001439399,0.0000000518,?,?,?,54
Left,78,0.1695260836,0.0001194687,0.0000000842,?,?,?,54
Left,125,0.1202571861,0.0000658943,0.0000000361,?,?,?,54
Left,109,0.3505606936,0.0000603998,0.0000000104,?,?,?,54
Left,94,0.9807664947,0.0002160755,0.0000000476,?,?,?,54
Left,94,0.5794015755,0.0001153497,0.0000000230,?,?,?,54
Left,125,0.0115386011,0.0000002150,0.0000000000,?,?,?,54
Left,93,0.0386516128,0.0000039078,0.0000000004,?,?,?,54
Left,125,0.0115296926,0.0000001195,0.0000000000,?,?,?,54
Left,156,0.1349270063,0.0000260880,0.0000000050,?,?,?,55
Left,125,0.0475515157,0.0000169102,0.0000000060,?,?,?,55
Left,157,0.2474803042,0.0000638659,0.0000000165,?,?,?,55
Left,125,0.6320388376,0.0002186229,0.0000000756,?,?,?,55
Left,125,0.2415080794,0.0000581107,0.0000000140,?,?,?,55
Left,110,0.2673654149,0.0000449127,0.0000000075,?,?,?,55
Double,20953,0.0005505471,0.0000000379,0.0000000000,19531,391,1031,55
Left,157,0.3411907689,0.0001705954,0.0000000853,?,?,?,55
Left,140,0.0184364734,0.0000075621,0.0000000031,?,?,?,55
Left,125,0.0314214101,0.0000026883,0.0000000002,?,?,?,55
Left,156,0.0582680010,0.0000054122,0.0000000005,?,?,?,55
Left,156,0.0137521782,0.0000001946,0.0000000000,?,?,?,55
Left,141,0.0809565974,0.0000291106,0.0000000105,?,?,?,55
Left,125,0.0000000000,0.0000000000,0.0000000000,?,?,?,55
Left,156,0.0099624312,0.0000013565,0.0000000002,?,?,?,55
Left,141,0.2866083169,0.0000869300,0.0000000264,?,?,?,55
Left,125,0.0769538878,0.0000080470,0.0000000008,?,?,?,55
Left,125,0.0985542373,0.0000265073,0.0000000071,?,?,?,55
Left,125,0.0554550871,0.0000063837,0.0000000007,?,?,?,55
Left,141,0.0281014020,0.0000054661,0.0000000011,?,?,?,55
Left,156,0.1747187507,0.0000196866,0.0000000022,?,?,?,55
Left,141,0.2920022973,0.0000694747,0.0000000165,?,?,?,55
Left,125,0.4340568420,0.0001840004,0.0000000780,?,?,?,55
Left,125,0.0288410696,0.0000086247,0.0000000026,?,?,?,55
Left,125,0.0742862648,0.0000428163,0.0000000247,?,?,?,55
Left,125,0.0365089230,0.0000115681,0.0000000037,?,?,?,55
Left,110,0.0808236138,0.0000170730,0.0000000036,?,?,?,55
Left,125,0.0632981039,0.0000283340,0.0000000127,?,?,?,55
Left,141,0.1970358755,0.0000525429,0.0000000140,?,?,?,55
Left,156,0.1022960872,0.0000743972,0.0000000541,?,?,?,55
Left,156,0.1231918778,0.0000245598,0.0000000049,?,?,?,55
Left,110,0.0217409559,0.0000027071,0.0000000003,?,?,?,55
Left,140,0.0474717200,0.0000051933,0.0000000006,?,?,?,55
Left,125,0.0804414933,0.0000251144,0.0000000078,?,?,?,55
Left,141,0.0002224859,0.0000000165,0.0000000000,?,?,?,55
Left,141,0.0117632924,0.0000018870,0.0000000003,?,?,?,55
Left,156,0.1225385106,0.0000175834,0.0000000025,?,?,?,55
Left,125,0.0578776778,0.0000223207,0.0000000086,?,?,?,55
Left,156,0.0374740138,0.0000082688,0.0000000018,?,?,?,55
Left,156,0.0414676504,0.0000096504,0.0000000022,?,?,?,55
Left,140,0.0390166343,0.0000090800,0.0000000021,?,?,?,55
Left,125,0.0476621465,0.0000138031,0.0000000040,?,?,?,55
Left,140,0.0338724658,0.0000064704,0.0000000012,?,?,?,55
Left,156,0.5580038192,0.0002088338,0.0000000782,?,?,?,55
Left,156,0.0151403824,0.0000082825,0.0000000045,?,?,?,55
Left,157,0.0876578965,0.0000110012,0.0000000014,?,?,?,55
Left,141,0.0537219037,0.0000090962,0.0000000015,?,?,?,55
Left,109,0.0912578300,0.0000799806,0.0000000701,?,?,?,55
Left,125,0.0146677069,0.0000008781,0.0000000001,?,?,?,55
Left,140,0.1284101656,0.0000454067,0.0000000161,?,?,?,55
Left,110,0.0798591870,0.0000334139,0.0000000140,?,?,?,55
Left,156,0.1803099400,0.0000447197,0.0000000111,?,?,?,55
Left,140,0.0708797550,0.0000110646,0.0000000017,?,?,?,55
Left,140,0.0607533409,0.0000290131,0.0000000139,?,?,?,55
Left,125,0.0216737425,0.0000028078,0.0000000004,?,?,?,55
Left,125,0.1871612093,0.0000620767,0.0000000206,?,?,?,55
Left,110,0.1718731738,0.0001466495,0.0000001251,?,?,?,55
Left,141,0.1545919384,0.0000239566,0.0000000037,?,?,?,55
Left,125,0.1177527862,0.0000360541,0.0000000110,?,?,?,55
Left,141,0.1052762655,0.0000635726,0.0000000384,?,?,?,55
Left,140,0.0742534872,0.0000077647,0.0000000008,?,?,?,55
Left,125,0.2503193878,0.0000516762,0.0000000107,?,?,?,55
Left,141,0.2540590385,0.0000903482,0.0000000321,?,?,?,55
Left,156,0.1786463844,0.0000486510,0.0000000132,?,?,?,55
Left,110,0.0996084942,0.0000631233,0.0000000400,?,?,?,55
Left,109,0.1134255336,0.0000170796,0.0000000026,?,?,?,55
Left,125,0.4686208328,0.0001999236,0.0000000853,?,?,?,55
Left,141,0.0684044917,0.0000041185,0.0000000002,?,?,?,55
Right,141,0.0508470984,0.0000037578,0.0000000003,?,?,?,55
Left,140,0.1062560542,0.0000999587,0.0000000940,?,?,?,55
Left,140,0.0628065341,0.0000321590,0.0000000165,?,?,?,55
Left,140,0.1697306343,0.0000507568,0.0000000152,?,?,?,55
Left,125,0.0502950077,0.0000226758,0.0000000102,?,?,?,55
Left,125,0.1092018505,0.0000943836,0.0000000816,?,?,?,55
Left,125,0.0548278830,0.0000040898,0.0000000003,?,?,?,55
Left,109,0.2478517758,0.0000714476,0.0000000206,?,?,?,55
Left,110,0.2509321519,0.0000632389,0.0000000159,?,?,?,55
Left,141,0.2056615817,0.0000413889,0.0000000083,?,?,?,55
Left,109,0.0959813128,0.0000112919,0.0000000013,?,?,?,55
Left,125,0.2463035356,0.0000784156,0.0000000250,?,?,?,55
Left,125,0.2822142080,0.0001720818,0.0000001049,?,?,?,55
Left,140,0.0767328316,0.0000308784,0.0000000124,?,?,?,55
Left,110,0.1066360402,0.0000392333,0.0000000144,?,?,?,55
Left,125,0.0469680998,0.0000179954,0.0000000069,?,?,?,55
Left,125,0.0165912150,0.0000016089,0.0000000002,?,?,?,55
Left,125,0.0353960100,0.0000057349,0.0000000009,?,?,?,55
Left,125,0.0423871228,0.0000041864,0.0000000004,?,?,?,55
Left,125,0.2304812336,0.0000635810,0.0000000175,?,?,?,55
Left,109,0.1085187799,0.0000242013,0.0000000054,?,?,?,55
Left,110,0.1355290329,0.0000563296,0.0000000234,?,?,?,55
Left,109,0.0514442892,0.0000191385,0.0000000071,?,?,?,55
Left,125,0.0390776455,0.0000157317,0.0000000063,?,?,?,55
Left,125,0.0198731652,0.0000116627,0.0000000068,?,?,?,55
Left,157,0.0916590544,0.0000343164,0.0000000128,?,?,?,55
Left,141,0.0264242388,0.0000089940,0.0000000031,?,?,?,55
Left,125,0.0249427586,0.0000041038,0.0000000007,?,?,?,55
Left,125,0.0205880178,0.0000022486,0.0000000002,?,?,?,55
Left,109,0.1654746989,0.0001392885,0.0000001172,?,?,?,55
Left,110,0.0080995806,0.0000003486,0.0000000000,?,?,?,55
Left,125,0.0720859698,0.0000555790,0.0000000429,?,?,?,55
Left,125,0.0170011793,0.0000149002,0.0000000131,?,?,?,55
Left,157,0.0286451130,0.0000226444,0.0000000179,?,?,?,55
Left,125,0.0266199670,0.0000122560,0.0000000056,?,?,?,55
Left,141,0.0426381998,0.0000193546,0.0000000088,?,?,?,55
Left,157,0.0084517851,0.0000026387,0.0000000008,?,?,?,55
Left,125,0.0157393105,0.0000067580,0.0000000029,?,?,?,55
Left,125,0.0307164068,0.0000276974,0.0000000250,?,?,?,55
Left,140,0.0171573104,0.0000150371,0.0000000132,?,?,?,55
Left,140,0.0289385272,0.0000144693,0.0000000072,?,?,?,55
Left,109,0.0231556791,0.0000189956,0.0000000156,?,?,?,55
Left,140,0.0265140844,0.0000229361,0.0000000198,?,?,?,55
Left,141,0.0109181141,0.0000054184,0.0000000027,?,?,?,55
Left,125,0.0595632323,0.0000340361,0.0000000194,?,?,?,55
Left,156,0.0218330191,0.0000064083,0.0000000019,?,?,?,55
Left,141,0.0403550878,0.0000172237,0.0000000074,?,?,?,55
Left,125,0.2482426714,0.0000709265,0.0000000203,?,?,?,55
Left,140,0.1561918214,0.0001019529,0.0000000665,?,?,?,55
Left,109,0.0680464555,0.0000418747,0.0000000258,?,?,?,55
Left,125,0.0717120448,0.0000367189,0.0000000188,?,?,?,55
Left,110,0.0446053668,0.0000583077,0.0000000762,?,?,?,55
Left,157,0.0073305298,0.0000083777,0.0000000096,?,?,?,55
Left,140,0.0302964840,0.0000197758,0.0000000129,?,?,?,55
Left,157,0.0175107263,0.0000172519,0.0000000170,?,?,?,55
Left,125,0.0066176471,0.0000048659,0.0000000036,?,?,?,55
Left,125,0.0152681795,0.0000038324,0.0000000010,?,?,?,55
Left,156,0.0242098382,0.0000215199,0.0000000191,?,?,?,55
Left,156,0.0252347669,0.0000056466,0.0000000013,?,?,?,55
Left,141,0.3848775563,0.0002180609,0.0000001235,?,?,?,55
Left,156,0.1585300408,0.0000271968,0.0000000047,?,?,?,55
Left,157,0.0167243368,0.0000096449,0.0000000056,?,?,?,55
Left,157,0.0260258186,0.0000025010,0.0000000002,?,?,?,55
Left,156,0.0565387793,0.0000173965,0.0000000054,?,?,?,55
Left,109,0.0216412404,0.0000097527,0.0000000044,?,?,?,55
Left,140,0.5798696870,0.0004526695,0.0000003534,?,?,?,55
Left,125,0.0680019243,0.0000064671,0.0000000006,?,?,?,55
Left,125,0.0618399750,0.0000041356,0.0000000003,?,?,?,55
Left,156,0.2125098124,0.0000593769,0.0000000166,?,?,?,55
Left,93,0.3639964071,0.0002839286,0.0000002215,?,?,?,1
Left,79,0.3643345234,0.0001740729,0.0000000832,?,?,?,1
Left,78,0.3625477487,0.0002343554,0.0000001515,?,?,?,1
Left,78,0.3958863987,0.0003127065,0.0000002470,?,?,?,1
Left,93,0.2566424133,0.0001273028,0.0000000631,?,?,?,1
Left,78,0.2633713184,0.0001590407,0.0000000960,?,?,?,1
Left,79,0.3558368788,0.0000430535,0.0000000052,?,?,?,1
Left,47,0.0515995872,0.0000532503,0.0000000550,?,?,?,1
Left,62,0.0883905248,0.0000774676,0.0000000679,?,?,?,1
Left,47,0.5071586292,0.0002318969,0.0000001060,?,?,?,1
Left,62,0.3098939117,0.0001561178,0.0000000786,?,?,?,1
Left,78,1.0223794339,0.0004574405,0.0000002047,?,?,?,1
Left,78,0.4735046980,0.0001882722,0.0000000749,?,?,?,1
Double,360,0.3557050689,0.0000458974,0.0000000059,63,250,47,1
Left,78,0.0206530441,0.0000145239,0.0000000102,?,?,?,1
Left,94,0.0258446175,0.0000384593,0.0000000572,?,?,?,1
Left,78,0.0213685481,0.0000076398,0.0000000027,?,?,?,1
Left,93,0.1639824705,0.0002558229,0.0000003991,?,?,?,1
Left,94,0.1895477996,0.0002248491,0.0000002667,?,?,?,1
Left,63,0.1587297028,0.0002257891,0.0000003212,?,?,?,1
Left,62,0.3331508500,0.0005753901,0.0000009938,?,?,?,1
Double,516,0.0989439774,0.0000711827,0.0000000512,63,375,78,1
Double,578,0.0377063969,0.0000055986,0.0000000008,62,453,63,1
Double,546,0.0164300977,0.0000101108,0.0000000062,93,375,78,1
Double,328,0.0256846898,0.0000083041,0.0000000027,63,219,46,1
Double,438,0.0135643094,0.0000019080,0.0000000003,94,281,63,1
Left,62,0.0549430738,0.0000524767,0.0000000501,?,?,?,1
Left,94,0.1671549850,0.0000823018,0.0000000405,?,?,?,1
Left,63,0.6076293716,0.0002924107,0.0000001407,?,?,?,1
Left,94,0.5670696254,0.0007560928,0.0000010081,?,?,?,1
Left,63,0.4431140295,0.0001969396,0.0000000875,?,?,?,1
Right,125,0.6886630827,0.0003060725,0.0000001360,?,?,?,1
Left,47,0.1596954749,0.0002762897,0.0000004780,?,?,?,1
Left,78,0.0000000000,0.0000000000,0.0000000000,?,?,?,1
Left,94,0.0333391232,0.0000381019,0.0000000435,?,?,?,1
Double,422,0.4609207216,0.0001138919,0.0000000281,94,250,78,1
Left,62,0.4073388016,0.0003217526,0.0000002541,?,?,?,1
Left,94,0.2153087353,0.0003282145,0.0000005003,?,?,?,1
Right,125,0.5282442479,0.0005735551,0.0000006228,?,?,?,1
Left,94,0.2068863637,0.0004567028,0.0000010082,?,?,?,1
Left,78,0.1614242606,0.0000717441,0.0000000319,?,?,?,1
Left,78,0.3856242614,0.0001788610,0.0000000830,?,?,?,1
Left,78,0.2485213740,0.0001514451,0.0000000923,?,?,?,1
Left,62,0.0708549799,0.0000743494,0.0000000780,?,?,?,1
Left,94,0.0475453403,0.0000428723,0.0000000387,?,?,?,1
Left,78,0.0312208684,0.0000266390,0.0000000227,?,?,?,1
Left,63,0.3322575204,0.0002658060,0.0000002126,?,?,?,1
Left,94,0.2871200766,0.0000316840,0.0000000035,?,?,?,1
Left,93,0.1560921800,0.0000496951,0.0000000158,?,?,?,1
Left,78,0.2390945512,0.0000518756,0.0000000113,?,?,?,1
Left,62,0.0591954090,0.0000106716,0.0000000019,?,?,?,1
Left,94,0.0258182410,0.0000085633,0.0000000028,?,?,?,1
Left,62,0.0549101127,0.0000856632,0.0000001336,?,?,?,1
Left,63,0.4521247812,0.0004136549,0.0000003785,?,?,?,1
Left,78,0.3045418500,0.0002783746,0.0000002545,?,?,?,1
Double,531,0.3557418960,0.0001440834,0.0000000584,78,390,63,1
